q_id,image_id,question,answer,full_answer
0818134,2328239,What is the vehicle in this photo?,train,The vehicle is a train.
08636888,2389732,On which side of the picture is the happy woman?,left,The woman is on the left of the image.
191027164,2402254,Does the white pizza look large?,no,"No, the pizza is small."
01708583,2407721,Is the table made of wood or metal?,wood,The table is made of wood.
04658771,2355990,What is in front of the blinds?,television,The TV is in front of the blinds.
14463740,2407501,Of what color are the clouds that the plane is above?,gray,The clouds are gray.
00659101,2388211,What is the device to the left of the toilet?,screen,The device is a screen.
00437346,2407180,Does the sink have white color and rectangular shape?,yes,"Yes, the sink is white and rectangular."
06113853,2394480,What is the wall around of?,grass,The wall is around the grass.
191039886,2354635,Are there either any helmets or flags in this photo?,yes,"Yes, there is a flag."
18367903,2388031,Is the sky sunny?,no,"No, the sky is cloudy."
06956257,2394113,"Which color is the long sleeved shirt, brown or blue?",brown,The shirt is brown.
07159163,2383285,Do the tractor and the truck have the same color?,no,"No, the truck is red and the tractor is green."
11148512,2376781,"Which food item is small, the pumpkin or the vegetable?",pumpkin,The pumpkin is small.
00328390,2319310,What is the watercraft on the river?,boat,The watercraft is a boat.
13965285,2376484,What's on the table?,glass,The glass is on the table.
14463877,2407500,What is the boy using?,phone,The boy is using a phone.
13116175,2338838,Is the giraffe in the bottom or in the top?,top,The giraffe is in the top of the image.
07254686,2417195,Which color is the mirror on the right?,black,The mirror is black.
17329819,2357391,Are there deer in the picture?,no,"No, there are no deer."
16959286,2410864,Who is wearing the shirt?,child,The kid is wearing a shirt.
10678773,2394086,What are the animals that are to the left of the people the patio is above?,giraffes,The animals are giraffes.
17427874,2401930,What do the sign and the post have in common?,color,"The color, both the sign and the post are yellow."
107316,2343715,Does the bus stop look green?,yes,"Yes, the bus stop is green."
06592053,2375273,Is the dishwasher to the left or to the right of the refrigerator?,right,The dishwasher is to the right of the refrigerator.
15825312,956,What kind of furniture is it?,chair,The piece of furniture is a chair.
04824031,2344107,Are the drawers to the left of the appliance the faucet is to the right of?,yes,"Yes, the drawers are to the left of the dishwasher."
19949460,2409992,Is the porcelain container round and short?,yes,"Yes, the container is round and short."
17673647,2378197,Are there any peppers or hamburgers in the picture?,no,"No, there are no peppers or hamburgers."
01921651,2358969,Do the wall and the letter have the same color?,yes,"Yes, both the wall and the letter are red."
10242188,2393556,Is that sky blue and cloudy?,yes,"Yes, the sky is blue and cloudy."
1062906,2345944,What is the baby wrapped in?,blanket,The baby is wrapped in a blanket.
06584118,2397070,Is this woman on a surfboard?,no,"No, the woman is on a bench."
09778501,3556,Is there any bicycle to the left of the rope on the right side?,yes,"Yes, there are bicycles to the left of the rope."
18895820,2318837,Is the wall behind a bed?,no,"No, the wall is behind the person."
06942447,2348859,What is the color of the flag?,blue,The flag is blue.
18758855,2346861,Is that bowl white and tiny?,no,"No, the bowl is white but large."
17256752,2373474,What is the size of the bear that is wearing a dress?,small,The bear is small.
001043572,2389535,Is there any mirror or helmet in the scene?,yes,"Yes, there is a helmet."
11950650,2346338,What is common to the wire and the frame?,color,"The color, both the wire and the frame are blue."
07191364,2404969,What is the device to the left of the boy?,screen,The device is a screen.
06300151,2335874,On which side is the man?,right,The man is on the right of the image.
1910222,2364420,What is covered with rug?,carpet,The carpet is covered with rug.
08497186,2363882,Is there a backpack to the left of the girl that is holding the scissors?,no,"No, there is a bookshelf to the left of the girl."
1179671,409,Is the keyboard to the left or to the right of the black phone?,right,The keyboard is to the right of the phone.
04593350,2357826,Who is cutting the pastry?,woman,The woman is cutting the pastry.
07663813,2413171,Is the balloon on the left or on the right?,right,The balloon is on the right of the image.
11859554,2398142,Which kind of food is not sliced?,sausage,The food is a sausage.
12473356,2342424,Does the tree have a different color than the ceiling?,yes,"Yes, the tree is green and the ceiling is white."
08507628,2396950,Are there either fences or taxi cabs in the photograph?,no,"No, there are no fences or taxi cabs."
07996482,2416127,Are there computers on the desk?,yes,"Yes, there are computers on the desk."
03194623,2368041,Who is wearing socks?,boy,The boy is wearing socks.
10300637,2375439,What place could this be?,market,It is a market.
11438599,2316938,Which side is the napkin on?,left,The napkin is on the left of the image.
041048302,2354679,Do you see a nightstand or a lamp?,yes,"Yes, there is a nightstand."
07979257,2390367,Who is wearing trousers?,skateboarder,The skateboarder is wearing trousers.
08508221,2399665,Are there any black backpacks or briefcases in the picture?,no,"No, there is a backpack but it is white."
1399749,2398003,Does that water look blue and wavy?,no,"No, the water is blue but calm."
17345976,2414090,The pants have which color?,black,The pants are black.
17935684,2376609,Are there both glasses and ties in the picture?,yes,"Yes, there are both a tie and glasses."
05448043,3007,What is pushed by the person that is wearing a shirt?,stroller,The stroller is pushed by the woman.
02902678,713419,Are there either urinals or papers?,no,"No, there are no papers or urinals."
08240963,2394809,Are the animals elephants?,yes,"Yes, all the animals are elephants."
1597288,2409244,"What is the mirror in front of, a desk or a bookcase?",desk,The mirror is in front of a desk.
02682228,2408406,What is covering the food to the left of the person?,umbrella,The umbrella is covering the food.
14808428,2409173,What place is pictured?,ocean,It is an ocean.
18503148,2371518,Do the goggles look pink?,yes,"Yes, the goggles are pink."
17297936,2390698,What kind of clothing is not collared?,cap,The clothing is a cap.
14771837,2348901,What is the oil on?,paper,The oil is on the paper.
12447692,2385476,The boy is on what?,skateboard,The boy is on the skateboard.
10847404,2412002,"What color is the truck near the trailer, white or black?",white,The truck is white.
16679611,2369760,What is the player that is waiting wearing?,mask,The player is wearing a mask.
03760252,2325791,What color is the lamp the pillow is to the right of?,blue,The lamp is blue.
1063538,2345940,Who wears a wetsuit?,woman,The woman wears a wetsuit.
12800218,2379231,"How do the skis on the snow look, black or red?",black,The skis are black.
13276348,2417031,Is this an image of the bathroom or the living room?,bathroom,It is showing the bathroom.
12335395,2323824,What is the device on top of the table?,remote control,The device is a remote control.
04739726,2401080,Who is on the traffic light that is not turned on?,man,The man is on the traffic signal.
11823630,2394864,Are the glasses to the left of the umbrella?,yes,"Yes, the glasses are to the left of the umbrella."
02178995,2353625,"Where in this photo is the cabinet, on the left or on the right?",right,The cabinet is on the right of the image.
1232362,1592433,Which vehicle is presented in this picture?,car,The vehicle is a car.
14423812,2356526,Does the man's hair look black or blond?,blond,The hair is blond.
11577636,2387558,Where is the man?,carriage,The man is in the carriage.
09750387,2415911,What animal is wearing the coat?,dog,The dog is wearing a coat.
00641383,2349593,What color is the monitor behind the bottle?,green,The monitor is green.
08197028,2384013,What vegetable is on the pizza?,asparagus,The vegetable is an asparagus.
11600927,2337167,What kind of furniture is the coat in?,closet,The coat is in the closet.
10443018,2372080,What's the shirt hanging on?,bench,The shirt is hanging on the bench.
10187416,2335843,Is there a wine glass to the left of the passenger?,no,"No, there is a can to the left of the passenger."
111050295,2406165,What is the man to the left of the woman wearing?,cap,The man is wearing a cap.
02413969,2394239,What is the color of the beach the woman is on?,white,The beach is white.
14704443,2401413,Is the chair in the bottom or in the top of the image?,top,The chair is in the top of the image.
04877382,2349154,What is in the small cup?,sauce,The sauce is in the cup.
14619249,2372566,"In which part of the image is the ball, the top or the bottom?",top,The ball is in the top of the image.
15941839,2320566,On which side is the wine glass?,left,The wine glass is on the left of the image.
02600751,975,What is on the red roof?,tiles,The tiles are on the roof.
03417779,2325728,What is the color of the field?,green,The field is green.
07812882,2376043,Does the bird have brown color?,yes,"Yes, the bird is brown."
09846107,2335149,What's the bus stop made of?,glass,The bus stop is made of glass.
04587589,2391121,What animal is in the water?,birds,The birds are in the water.
10517730,2389369,Are there any curtains or towels in this scene?,yes,"Yes, there is a towel."
13645940,2394662,Are there both a window and a train in the photo?,no,"No, there is a window but no trains."
13821957,2334025,Is the chair in the bottom or in the top part of the image?,top,The chair is in the top of the image.
00640819,2388489,Is the paper under a donut?,no,"No, the paper is under the pizza."
061005523,2362456,Is the laptop computer to the left of a mouse pad?,no,"No, the laptop computer is to the left of the person."
00783642,61558,Does the truck on the street have orange color and small size?,no,"No, the truck is orange but large."
06488009,2387127,Do the skis to the left of the other skis have pink color?,yes,"Yes, the skis are pink."
16142260,2389713,Are the people to the right of the bus on the left of the picture?,yes,"Yes, the people are to the right of the bus."
14108358,2364899,Do you see a scarf in this photo?,no,"No, there are no scarves."
01234552,2410016,Which color is the onion?,purple,The onion is purple.
19166809,2342361,Are there birds or cats that are not gray?,no,"No, there is a cat but it is gray."
06128931,2322536,Who is wearing the shirt?,man,The man is wearing a shirt.
1263960,2402175,The person to the right of the helmet is wearing what?,cap,The player is wearing a cap.
1983486,2411727,What is in front of the girl who is wearing a jacket?,motorcycle,The motorbike is in front of the girl.
06710265,2397268,What is on the rope?,flags,The flags are on the rope.
02476993,2333767,Do you see a bag to the right of the person that is wearing a hat?,no,"No, there is a man to the right of the person."
05845603,2406687,What is in front of the person on the right side?,trees,The trees are in front of the person.
18278789,2348870,Is the person to the right of the hydrant wearing a skirt?,no,"No, the girl is wearing a jacket."
04874999,2320663,What kind of clothing is not white?,cap,The clothing is a cap.
10973112,2345087,What is the food to the left of the macaroni in the middle of the photo?,mushroom,The food is a mushroom.
08712690,2321139,Is the beer on the left?,no,"No, the beer is on the right of the image."
04622588,2359191,Is that a tennis ball or a frisbee?,frisbee,That is a frisbee.
01887591,2349543,Are there any black airplanes or trucks?,yes,"Yes, there is a black airplane."
07368170,2318737,Is the cable made of the same material as the desk?,no,"No, the cable is made of plastic and the desk is made of wood."
1345132,2369628,Is the shirt both white and long sleeved?,no,"No, the shirt is white but short sleeved."
0349638,2348657,What shape is the clock that the wall is behind of?,round,The clock is round.
13348282,2335687,Who is dragging the coat?,girl,The girl is dragging the coat.
19344727,2333953,Who is wearing jeans?,girl,The girl is wearing jeans.
12864063,2407989,Which kind of furniture is small?,nightstand,The furniture is a nightstand.
10884539,2404399,Is there a dog next to the man?,no,"No, there is a bag next to the man."
126856,2327178,What is on the hot dog on top of the paper?,ketchup,The ketchup is on the hot dog.
021039467,2383781,Do you see any men to the right of the mirror the bike is to the left of?,yes,"Yes, there is a man to the right of the mirror."
17596102,2397871,Which color is the vehicle at the station?,gray,The train is gray.
171054841,2390564,What is located on top of the cabinet that is made of wood?,dishes,The dishes are on top of the cabinet.
09846010,2335146,Is it an outdoors or indoors scene?,outdoors,It is outdoors.
09201094,2385724,Is the hair that looks long dark and curled?,no,"No, the hair is dark but straight."
041022669,2348041,What kind of device is not on?,laptop,The device is a laptop.
14323421,2366176,Of what color is the boy that is throwing the toy?,blond,The boy is blond.
07400293,2390737,Who is on the field?,girl,The girl is on the field.
12434924,2372561,Which color is the hair?,dark,The hair is dark.
09871322,2317638,Is there either a black pillow or chair?,yes,"Yes, there is a black chair."
0746282,2400668,Who is wearing the shirt?,woman,The woman is wearing a shirt.
15524997,3428,What color are the toys?,pink,The toys are pink.
04746136,2362438,Which side of the image is the tap on?,right,The tap is on the right of the image.
1339846,2393844,Is the old truck to the left of the covered trailer?,no,"No, the truck is to the right of the trailer."
001027339,2344020,What is the lady wearing?,jacket,The lady is wearing a jacket.
16144317,1159328,Do you see any men to the left of the bicycle that is leaning against the building?,no,"No, the man is to the right of the bicycle."
191015120,2401743,Is there any grass in the picture that is not brown?,yes,"Yes, there is green grass."
17785674,1159465,Are there any horses to the right of the white car?,no,"No, there is a vehicle to the right of the car."
13977954,2371691,What is the material of the floor?,wood,The floor is made of wood.
05676721,2343282,Who is riding on the surfboard that is covered in water?,girl,The girl is riding on the surf board.
04716452,2360729,On which side of the image is the white mug?,left,The mug is on the left of the image.
18198877,2335070,Who is watching the person to the left of the helmet?,player,The player is watching the batter.
08725256,2395789,Is the keyboard below a monitor?,no,"No, the keyboard is below the man."
06900895,2374968,Who wears a vest?,man,The man wears a vest.
09855864,2319400,Do the animals have different types?,no,"No, all the animals are sheep."
12653764,2410546,Who is wearing the shirt?,skier,The skier is wearing a shirt.
03375380,2400733,What is the animal that is behind the grass?,sheep,The animal is a sheep.
02115946,2407771,Is the bun to the left or to the right of the cup?,right,The bun is to the right of the cup.
15505092,2413830,Who holds the kite?,girl,The girl holds the kite.
06900464,2387518,Are there both a horse and a helmet in this picture?,yes,"Yes, there are both a horse and a helmet."
07715099,2317047,What do you think is the name of the food to the right of the bag that is on the left of the image?,donut,The food is a donut.
09191648,2381380,What is the man that is to the right of the shampoo bottle wearing?,shorts,The man is wearing shorts.
1436855,2373301,Does the jacket look blue?,yes,"Yes, the jacket is blue."
15534562,2389553,On which side of the photo is the young woman?,right,The woman is on the right of the image.
091009424,2365678,Are there cakes or wine bottles?,no,"No, there are no cakes or wine bottles."
09241369,2331365,Is there any white desk or chair?,no,"No, there is a chair but it is black."
18916747,2326889,Which kind of furniture is to the left of the vase?,couch,The piece of furniture is a couch.
12485827,2320641,Is there either lettuce or food in the image?,yes,"Yes, there is lettuce."
15946028,2331866,Do you see any lettuce there?,no,"No, there is no lettuce."
161043382,2383952,Which side is the yellow rope on?,right,The rope is on the right of the image.
08911171,2344671,Does the snow board have white color?,no,"No, the snow board is blue."
1550293,2411981,Is the gray truck behind or in front of the green tree?,front,The truck is in front of the tree.
16192066,2387765,What vehicle is to the left of the cars?,truck,The vehicle is a truck.
04376375,2391865,What kind of food is not round?,olive,The food is an olive.
03813230,2319630,Are there both bowls and sandwiches in the scene?,yes,"Yes, there are both a sandwich and a bowl."
01711196,2375038,What is the sky full of?,clouds,The sky is full of clouds.
01990717,1592661,Who is wearing trousers?,man,The man is wearing trousers.
17973196,2392852,Who is wearing the wetsuit?,guy,The guy is wearing a wetsuit.
1450072,2380516,Is the grass green and short?,yes,"Yes, the grass is green and short."
11205500,2400042,Is there a black clock or tennis racket?,yes,"Yes, there is a black clock."
04886476,2335777,Are there small windows or cars in the picture?,yes,"Yes, there is a small window."
07509347,2338163,What is the device that is to the right of the American person that is looking at the cake called?,camera,The device is a camera.
03549566,2327813,Do you see any saucers to the right of the round plate?,no,"No, the saucer is to the left of the plate."
0210617,2317811,The man on the bike is wearing what?,t-shirt,The man is wearing a t-shirt.
05605270,2339698,Is the helmet blue?,no,"No, the helmet is white."
17106445,2388660,Is that a snowboard or a ski?,snowboard,That is a snowboard.
02809874,2406289,What kind of device is to the right of the laptop?,phone,The device is a phone.
13174803,2380920,Is this a couch or a bed?,bed,This is a bed.
05829441,2361982,Which kind of furniture is cluttered?,bed,The furniture is a bed.
11187543,2320432,Who is wearing a hat?,man,The man is wearing a hat.
11850379,2402961,What's the balcony made of?,wood,The balcony is made of wood.
11960647,2345799,Which kind of furniture is to the left of the curtain?,cabinet,The piece of furniture is a cabinet.
02911577,2393226,Are there monitors or phones in the photograph?,yes,"Yes, there is a phone."
14300539,2317212,Is there a plate or a spoon in the picture?,yes,"Yes, there is a plate."
16524769,2315555,Are there vegetables on the plate of food?,yes,"Yes, there are vegetables on the plate."
05259869,2318073,Are there any towels or tablecloths that are brown?,yes,"Yes, the towel is brown."
04512338,2316593,What kind of furniture is that notepad on?,desk,The notepad is on the desk.
19860450,2350007,Does the lamp in front of the building seem to be off or on?,off,The lamp is off.
13409430,2362841,Which color is the clear sky?,white,The sky is white.
05140256,2406389,Is the cat in the box?,yes,"Yes, the cat is in the box."
19329699,2349880,Are the black glasses to the left or to the right of the chair the man is sitting in?,right,The glasses are to the right of the chair.
14981080,497965,Are the plants in a planter?,no,"No, the plants are in the box."
02731144,2379596,Is this a laptop or a television?,television,This is a television.
07577928,3932,Is the boy to the right or to the left of the man on the left?,right,The boy is to the right of the man.
18322500,2384731,What animals are sitting?,cats,The animals are cats.
17350857,2396514,Is the wine glass in the top or in the bottom part of the picture?,bottom,The wine glass is in the bottom of the image.
04496112,2361667,What is the animal that is standing in the trees?,giraffe,The animal is a giraffe.
081002266,2352996,What is watching the person in the bottom of the photo?,skateboard,The skateboard is watching the boy.
06742214,2356307,What's sitting on top of the table?,dish,The dish is sitting on top of the table.
13598885,2357758,What kind of vegetable is to the right of the tray?,pepper,The vegetable is a pepper.
16805230,2397491,What color does the floor have?,red,The floor has red color.
04289548,2392943,Does the skatepark have the same material as the step?,yes,"Yes, both the skatepark and the step are made of concrete."
12541341,2327518,Are the children to the right or to the left of the person in the top of the image?,right,The children are to the right of the man.
061052125,2412997,Does the dog that looks tan look young?,yes,"Yes, the dog is young."
09337603,2389341,What is the color of the food to the left of the napkin?,green,The pizza is green.
16336237,2379360,Is the toothbrush in the bottom part or in the top of the picture?,bottom,The toothbrush is in the bottom of the image.
03254046,2368346,Is the cutting board in the top or in the bottom part?,top,The cutting board is in the top of the image.
17346084,2403639,Is the sofa brown and striped?,yes,"Yes, the sofa is brown and striped."
02280815,2384581,What do you think is the color of the toilet?,tan,The toilet is tan.
11909595,2382175,Is the person that is standing standing on the skis?,yes,"Yes, the man is standing on the skis."
18917995,2375765,Which kind of device is it?,keyboard,The device is a keyboard.
18176418,2391226,Which kind of watercraft is it?,ship,The watercraft is a ship.
19516490,2332511,Is the fork made of steel or plastic?,steel,The fork is made of steel.
00864426,2319973,"What type of furniture is the sign on, a chair or a desk?",chair,The sign is on a chair.
10825533,2385923,What do you think is on the bench?,jacket,The jacket is on the bench.
161007518,2346546,Which kind of clothing is long sleeved?,shirt,The clothing is a shirt.
11721951,2377703,What color is the beer bottle the people are holding?,green,The beer bottle is green.
00569664,2384917,Are there any couches next to the animal that looks white?,no,"No, there is a mirror next to the dog."
15772682,2408378,Are the people on the left of the picture?,no,"No, the people are on the right of the image."
19932800,2411491,Is there either a blanket or a cat in the scene?,yes,"Yes, there is a cat."
10409211,2337634,Is the man to the left or to the right of the people that are in the boat?,right,The man is to the right of the people.
02211849,2317185,Who is wearing the cap?,boy,The boy is wearing a cap.
14299416,2317214,"What color is the device near the laptop, white or red?",white,The computer mouse is white.
00395801,2331168,What is the dome made of?,glass,The dome is made of glass.
02518047,2386826,Are there both a window and a door?,yes,"Yes, there are both a door and a window."
02485088,2399155,Which kind of vegetable is to the left of the basil?,tomato,The vegetable is a tomato.
01639602,2368070,What's she doing?,playing,The woman is playing.
06504009,2322650,What color is the flower on the table?,orange,The flower is orange.
03934065,2368955,What is in front of the green trees?,sign,The sign is in front of the trees.
16539654,2411091,Who is holding the racket?,player,The player is holding the racket.
17103037,2368769,Is the towel to the right of the toothbrushes?,yes,"Yes, the towel is to the right of the toothbrushes."
15452087,4373,Is the car in the top of the image?,yes,"Yes, the car is in the top of the image."
16586587,2323772,On which side of the picture is the carrot?,right,The carrot is on the right of the image.
19948492,2324474,Do you see any potato to the left of the cooked food?,no,"No, there is a tomato to the left of the mushroom."
13128191,2403782,Who is on the animal made of wood?,boy,The boy is on the horse.
00214845,2347563,Is the lady in the top part or in the bottom of the photo?,bottom,The lady is in the bottom of the image.
13107006,2380042,What size does the orange star have?,large,The star has large size.
04557827,2391056,Are there both lamps and pictures in the image?,yes,"Yes, there are both a lamp and a picture."
16217140,2335546,What is the umpire to the right of the catcher wearing?,jacket,The umpire is wearing a jacket.
12197290,2391570,Who is sitting on the counter?,girl,The girl is sitting on the counter.
09169984,2380079,Is the color of the hair brown?,no,"No, the hair is blond."
151046961,2390648,Who is sitting in the chair made of leather?,boy,The boy is sitting in the chair.
15829016,2377737,What is on the mouse pad?,cell phone,The cellphone is on the mousepad.
14605418,1159285,What device is to the left of the phone?,computer monitor,The device is a computer monitor.
10732990,2369184,Are there any clocks near the large window?,yes,"Yes, there is a clock near the window."
16863562,2386647,What is in front of the picture on the left?,couch,The couch is in front of the picture.
03745079,2364431,How is the animal that is to the right of the entertainment center called?,cat,The animal is a cat.
15177565,2383529,Is it an outdoors or indoors picture?,outdoors,It is outdoors.
12110794,2404379,Who is wearing a watch?,boy,The boy is wearing a watch.
16435516,2385469,What vehicle is the surfboard on?,truck,The surfboard is on the truck.
17419249,2337526,Is the person to the left of the car wearing a tie?,no,"No, the man is wearing a coat."
00652139,2320694,Is this cheese to the right of olives?,no,"No, the cheese is to the right of the mushrooms."
17702376,2328667,Which side of the picture is the vase on?,left,The vase is on the left of the image.
16926192,498171,Is the truck in the top of the photo?,no,"No, the truck is in the bottom of the image."
15161767,2363872,Do the hair band and the skateboard have the same color?,no,"No, the hair band is green and the skateboard is white."
11494874,2357406,What is hanging on the wall?,frame,The frame is hanging on the wall.
18303458,2394781,Who wears a jacket?,people,The people wear a jacket.
14535187,2351882,What is on the wall?,mirror,The mirror is on the wall.
04931853,2389648,Which side is the backpack on?,right,The backpack is on the right of the image.
13868793,2342283,Is the white mattress to the right or to the left of the bed on the left?,right,The mattress is to the right of the bed.
12457407,2325597,Which place is it?,beach,It is a beach.
05560114,2320268,What is the Mickey mouse holding?,gun,The Mickey mouse is holding the gun.
12199469,2388863,What is in front of the lamp?,plant,The plant is in front of the lamp.
16573346,2363680,Is the fence to the left of the bus high or low?,high,The fence is high.
1353470,2345310,Is the person with the phone wearing a hat?,yes,"Yes, the girl is wearing a hat."
05938416,2327314,What is the silver device in the photograph?,phone,The device is a phone.
16850233,2359828,What size is the table to the right of the couch?,small,The table is small.
16523020,2322519,Is it a store?,yes,"Yes, it is a store."
09116188,2317025,Are there any fences or surfboards in the image?,no,"No, there are no surfboards or fences."
071046562,2342092,Is the napkin under the glass that is on the table?,yes,"Yes, the napkin is under the glass."
18156323,2350730,Are there any bottles in the image?,yes,"Yes, there is a bottle."
10237789,2319334,Who is wearing the shirt?,man,The man is wearing a shirt.
11627822,2403049,Is the guy to the right or to the left of the person that wears a bracelet?,right,The guy is to the right of the person.
07215327,2408462,The couple stands in what?,boat,The couple stands in the boat.
16650722,2376461,What is on the clock?,letter,The letter is on the clock.
02999290,1593180,Do you see any cats?,no,"No, there are no cats."
12262073,2374276,Does the fence look green?,yes,"Yes, the fence is green."
08404503,2399789,Are there toilets to the right of the can?,no,"No, there is a woman to the right of the can."
03136339,2400671,Are there any horses in the beach near the water?,yes,"Yes, there is a horse in the beach."
13566654,2378338,What is the person to the left of the bus wearing?,jeans,The man is wearing jeans.
12727000,1591939,Does the fireplace appear to be white?,yes,"Yes, the fireplace is white."
01335626,2341897,Is the tennis racket on the left or on the right side?,left,The tennis racket is on the left of the image.
19837084,2393583,What color is the extinguisher that is in the container?,silver,The extinguisher is silver.
021059316,2411809,Do you see any utensils to the left of the food in the bottom of the picture?,yes,"Yes, there are utensils to the left of the French fries."
09302555,2417139,Is there any grass in the picture that is short?,no,"No, there is grass but it is tall."
04615669,2351053,What is this bouquet in?,vase,The bouquet is in the vase.
07587893,2347919,Which side are the towels on?,left,The towels are on the left of the image.
07558413,2389222,"On which side is the cabinet, the left or the right?",left,The cabinet is on the left of the image.
13488974,2354226,On which side is the red truck?,left,The truck is on the left of the image.
03826613,2384699,Are there both trucks and airplanes in this picture?,yes,"Yes, there are both airplanes and a truck."
14554292,2346408,On which side of the picture is the bench?,left,The bench is on the left of the image.
041039251,2396192,Does the tent near the truck look red?,no,"No, the tent is white."
15457427,2376342,Does the person to the left of the bucket hold the black bat?,yes,"Yes, the girl holds the bat."
17524196,2348398,"What animal are these, zebras or lambs?",lambs,These are lambs.
161014901,2405069,What are the items of furniture that are made of wood?,cabinets,The pieces of furniture are cabinets.
18473772,2402904,Is the Asian man swinging a racket?,yes,"Yes, the man is swinging a racket."
15164776,2415280,What dessert is in the cardboard container?,cake,The dessert is a cake.
11461593,2409274,How clean is the road?,clean,The road is clean.
021035396,2362379,Is the small animal in the bottom part or in the top of the image?,bottom,The dog is in the bottom of the image.
09578994,2374835,What is the clock on?,statue,The clock is on the statue.
10439557,1034,What kind of baked good is on the table?,pastry,The food is a pastry.
10392850,2406851,Are there any zebras?,no,"No, there are no zebras."
02209036,2345880,The spoon is on what?,table,The spoon is on the table.
03437545,2352381,Do you see any zebras or birds?,yes,"Yes, there is a bird."
11641838,2408480,What animal is in the window?,cat,The cat is in the window.
19116383,2331649,What is located on top of the pizza the pepperoni is to the left of?,basil,The basil is on top of the pizza.
16684328,2415108,Who is on the horse?,girl,The girl is on the horse.
15432761,2344292,Are there traffic lights or fences?,no,"No, there are no traffic lights or fences."
06744918,2402555,What kind of sign is on the grass?,street sign,The sign is a street sign.
03390214,2372234,Is the man in the top of the image?,no,"No, the man is in the bottom of the image."
15475292,2331577,Is the child to the left of a bench?,no,"No, the child is to the left of a girl."
13137037,2406091,Is the sign different in color than the doorway?,yes,"Yes, the sign is red and the doorway is black."
08556459,2317593,What is the appliance to the left of the device on the right side?,stove,The appliance is a stove.
15987521,2368422,Are the people on the left or on the right side of the picture?,left,The people are on the left of the image.
03107823,2352484,"How does the water look, clear or murky?",murky,The water is murky.
05502289,2411797,Who is wearing the hat?,child,The child is wearing a hat.
14148892,2417594,What is on the table?,lime,The lime is on the table.
06414475,2353871,Which kind of vehicle is it?,bus,The vehicle is a bus.
151028475,2348684,What is located on top of the table?,bowl,The bowl is on top of the table.
07619583,2400558,Who is standing under the tree?,man,The man is standing under the tree.
16677383,2328082,What is on the rope?,flag,The flag is on the rope.
06887662,2402072,What is the sign that has the same color as the roof called?,traffic sign,The sign is a traffic sign.
09243118,2317871,Is there a white lamp or table?,yes,"Yes, there is a white table."
05745338,2332765,Which kind of clothing is not white?,hat,The clothing is a hat.
09604522,2408548,What vehicle is to the left of the handbag?,car,The vehicle is a car.
16472264,2330226,What's located on top of the bookshelf?,printer,The printer is on top of the bookshelf.
09639724,2320844,Is the skier to the right or to the left of the people on the right side?,left,The skier is to the left of the people.
1592816,2399038,Are there any toilets on the path?,yes,"Yes, there is a toilet on the path."
12230714,2318747,Is the color of the shirt green?,no,"No, the shirt is black."
04122200,2326199,Is the grass around a bus?,no,"No, the grass is around a truck."
10394304,2327943,Does the mug on the picnic table appear to be drinking?,yes,"Yes, the mug is drinking."
071057435,2338595,Where is that chair?,floor,The chair is on the floor.
12236681,2370208,Of what color is the couch to the right of the other couch?,black,The couch is black.
08737271,2349281,What does the person to the right of the person wear?,glasses,The man wears glasses.
03606259,2337272,Is the man to the left of a traffic light?,no,"No, the man is to the right of a traffic light."
00904984,2412948,Do you see airplanes at the gate?,yes,"Yes, there are airplanes at the gate."
04322683,2371962,Is the woman to the left of the blender wearing a coat?,no,"No, the woman is wearing a shirt."
18151057,2359615,The shelf that is to the left of the toilet is which color?,yellow,The shelf is yellow.
12500962,2364833,Is the cabinet in the bottom or in the top part of the picture?,top,The cabinet is in the top of the image.
17342274,3275,Does the car look red?,yes,"Yes, the car is red."
06231153,2403244,What is he doing?,crouching,The man is crouching.
11160161,2386386,What is the animal that is lying-down lying on?,bed,The cat is lying on the bed.
10149659,2412504,What is the vehicle that this man is in front of?,car,The vehicle is a car.
10685056,1680,Is there a bottle to the left of the computer in this image?,no,"No, the bottle is to the right of the computer."
02952444,2322725,Are there forks on the plate?,no,"No, there is a dessert on the plate."
1491179,2405305,On which side of the picture is the medicine cabinet?,left,The medicine cabinet is on the left of the image.
00947939,2404169,What is covered in snow?,train tracks,The tracks are covered in snow.
18769589,2384622,Are there both birds and calves in this image?,no,"No, there is a bird but no calves."
03451735,2345478,What kind of dessert is to the left of the chair?,cake,The dessert is a cake.
16926075,498171,Does the car that is not big seem to be waiting or driving?,driving,The car is driving.
14884185,2320784,Which kind of clothing is black?,shirt,The clothing is a shirt.
05196034,2382390,What type of device is to the left of the towel that looks brown and blue?,computer,The device is a computer.
10248255,2365126,Is this a computer mouse or a remote control?,computer mouse,This is a computer mouse.
17681515,2365568,Is there a pot to the right of the person that wears a glove?,yes,"Yes, there is a pot to the right of the man."
03675275,2416796,Which color is the man's hair?,gray,The hair is gray.
11546853,2362598,Is the guy on a bicycle?,no,"No, the guy is on the skateboard."
04722897,2378270,Which side of the picture is the white lamp on?,left,The lamp is on the left of the image.
0917969,2361415,What is the child holding?,hat,The child is holding the hat.
17220987,2377103,Is the black flag on the left side?,yes,"Yes, the flag is on the left of the image."
16202245,2343514,What color is the vehicle that is in front of the tower?,yellow,The train is yellow.
16412158,2409060,Do you see any jets in the sky?,no,"No, there is a kite in the sky."
